region_nombre,Fecha,avance_porcentual,cobertura_porcentual,rango_cobertura
Tarapacá,2021-01-28,0.04,0.04,<50
Valparaíso,2021-01-28,0.07,0.03,<50
Ñuble,2021-01-28,1.51,0.0,<50
Biobío,2021-01-28,0.13,0.12,<50
O’Higgins,2021-01-28,1.17,0.0,<50
Maule,2021-01-28,0.04,0.04,<50
Metropolitana,2021-01-28,0.1,0.07,<50
Aysén,2021-01-29,1.9,0.0,<50
Antofagasta,2021-01-29,0.87,0.0,<50
Arica y Parinacota,2021-01-29,1.14,0.0,<50
Atacama,2021-01-29,1.22,0.0,<50
Coquimbo,2021-01-29,1.03,0.0,<50
Araucanía,2021-01-29,0.07,0.07,<50
Los Lagos,2021-01-29,0.06,0.06,<50
Los Ríos,2021-01-29,0.04,0.04,<50
Magallanes,2021-01-29,0.09,0.09,<50
Tarapacá,2021-01-29,0.04,0.04,<50
Valparaíso,2021-01-29,0.07,0.03,<50
Ñuble,2021-01-29,1.51,0.0,<50
Biobío,2021-01-29,0.13,0.12,<50
O’Higgins,2021-01-29,1.17,0.0,<50
Maule,2021-01-29,0.04,0.04,<50
Metropolitana,2021-01-29,0.1,0.07,<50
Aysén,2021-01-30,1.9,0.0,<50
Antofagasta,2021-01-30,0.87,0.0,<50
Arica y Parinacota,2021-01-30,1.14,0.0,<50
Atacama,2021-01-30,1.22,0.0,<50
Coquimbo,2021-01-30,1.03,0.0,<50
Araucanía,2021-01-30,0.07,0.07,<50
Los Lagos,2021-01-30,0.06,0.06,<50
Los Ríos,2021-01-30,0.04,0.04,<50
Magallanes,2021-01-30,0.09,0.09,<50
Tarapacá,2021-01-30,0.04,0.04,<50
Valparaíso,2021-01-30,0.07,0.03,<50
Ñuble,2021-01-30,1.51,0.0,<50
Biobío,2021-01-30,0.13,0.12,<50
O’Higgins,2021-01-30,1.17,0.0,<50
Maule,2021-01-30,0.04,0.04,<50
Metropolitana,2021-01-30,0.1,0.07,<50
Aysén,2021-01-31,1.9,0.0,<50
Antofagasta,2021-01-31,0.87,0.0,<50
Arica y Parinacota,2021-01-31,1.14,0.0,<50
Atacama,2021-01-31,1.22,0.0,<50
Coquimbo,2021-01-31,1.03,0.0,<50
Araucanía,2021-01-31,0.07,0.07,<50
Los Lagos,2021-01-31,0.06,0.06,<50
Los Ríos,2021-01-31,0.04,0.04,<50
Magallanes,2021-01-31,0.09,0.09,<50
Tarapacá,2021-01-31,0.04,0.04,<50
Valparaíso,2021-01-31,0.07,0.03,<50
Ñuble,2021-01-31,1.51,0.0,<50
Biobío,2021-01-31,0.13,0.12,<50
O’Higgins,2021-01-31,1.17,0.0,<50
Maule,2021-01-31,0.04,0.04,<50
Metropolitana,2021-01-31,0.1,0.07,<50
Aysén,2021-02-01,1.9,0.0,<50
Antofagasta,2021-02-01,0.87,0.0,<50
Arica y Parinacota,2021-02-01,1.14,0.0,<50
Atacama,2021-02-01,1.22,0.0,<50
Coquimbo,2021-02-01,1.03,0.0,<50
Araucanía,2021-02-01,0.07,0.07,<50
Los Lagos,2021-02-01,0.06,0.06,<50
Los Ríos,2021-02-01,0.04,0.04,<50
Magallanes,2021-02-01,0.09,0.09,<50
Tarapacá,2021-02-01,0.04,0.04,<50
Valparaíso,2021-02-01,0.07,0.03,<50
Ñuble,2021-02-01,1.51,0.0,<50
Biobío,2021-02-01,0.13,0.12,<50
O’Higgins,2021-02-01,1.17,0.0,<50
Maule,2021-02-01,0.04,0.04,<50
Metropolitana,2021-02-01,0.1,0.07,<50
Aysén,2021-02-02,2.11,0.0,<50
Antofagasta,2021-02-02,0.9,0.0,<50
Arica y Parinacota,2021-02-02,1.17,0.0,<50
Atacama,2021-02-02,1.22,0.0,<50
Coquimbo,2021-02-02,1.03,0.0,<50
Araucanía,2021-02-02,0.09,0.07,<50
Los Lagos,2021-02-02,0.09,0.06,<50
Los Ríos,2021-02-02,0.19,0.04,<50
Magallanes,2021-02-02,0.12,0.09,<50
Tarapacá,2021-02-02,0.09,0.04,<50
Valparaíso,2021-02-02,0.16,0.03,<50
Ñuble,2021-02-02,1.52,0.0,<50
Biobío,2021-02-02,0.38,0.12,<50
O’Higgins,2021-02-02,1.19,0.0,<50
Maule,2021-02-02,0.15,0.04,<50
Metropolitana,2021-02-02,0.15,0.07,<50
Aysén,2021-02-03,3.32,0.0,<50
Antofagasta,2021-02-03,1.32,0.0,<50
Arica y Parinacota,2021-02-03,1.73,0.0,<50
Atacama,2021-02-03,2.99,0.0,<50
Coquimbo,2021-02-03,1.51,0.0,<50
Araucanía,2021-02-03,1.31,0.07,<50
Los Lagos,2021-02-03,1.09,0.06,<50
Los Ríos,2021-02-03,1.35,0.04,<50
Magallanes,2021-02-03,2.0,0.09,<50
Tarapacá,2021-02-03,0.64,0.04,<50
Valparaíso,2021-02-03,0.98,0.03,<50
Ñuble,2021-02-03,2.62,0.0,<50
Biobío,2021-02-03,1.69,0.12,<50
O’Higgins,2021-02-03,1.9,0.0,<50
Maule,2021-02-03,1.25,0.04,<50
Metropolitana,2021-02-03,0.87,0.07,<50
Aysén,2021-02-04,4.59,0.0,<50
Antofagasta,2021-02-04,1.82,0.0,<50
Arica y Parinacota,2021-02-04,2.84,0.0,<50
Atacama,2021-02-04,4.83,0.0,<50
Coquimbo,2021-02-04,2.08,0.0,<50
Araucanía,2021-02-04,2.2,0.07,<50
Los Lagos,2021-02-04,2.04,0.06,<50
Los Ríos,2021-02-04,2.5,0.04,<50
Magallanes,2021-02-04,3.73,0.09,<50
Tarapacá,2021-02-04,1.15,0.04,<50
Valparaíso,2021-02-04,1.89,0.07,<50
Ñuble,2021-02-04,3.92,0.0,<50
Biobío,2021-02-04,2.8,0.12,<50
O’Higgins,2021-02-04,2.83,0.0,<50
Maule,2021-02-04,2.33,0.04,<50
Metropolitana,2021-02-04,1.64,0.08,<50
Aysén,2021-02-05,5.64,0.0,<50
Antofagasta,2021-02-05,2.25,0.0,<50
Arica y Parinacota,2021-02-05,3.78,0.0,<50
Atacama,2021-02-05,6.37,0.0,<50
Coquimbo,2021-02-05,2.65,0.0,<50
Araucanía,2021-02-05,2.99,0.07,<50
Los Lagos,2021-02-05,3.0,0.06,<50
Los Ríos,2021-02-05,3.57,0.04,<50
Magallanes,2021-02-05,5.0,0.09,<50
Tarapacá,2021-02-05,1.77,0.04,<50
Valparaíso,2021-02-05,2.87,0.07,<50
Ñuble,2021-02-05,5.13,0.0,<50
Biobío,2021-02-05,3.78,0.12,<50
O’Higgins,2021-02-05,3.72,0.0,<50
Maule,2021-02-05,3.49,0.04,<50
Metropolitana,2021-02-05,2.4,0.09,<50
Aysén,2021-02-06,5.66,0.0,<50
Antofagasta,2021-02-06,2.28,0.0,<50
Arica y Parinacota,2021-02-06,3.9,0.0,<50
Atacama,2021-02-06,6.51,0.0,<50
Coquimbo,2021-02-06,2.65,0.0,<50
Araucanía,2021-02-06,3.1,0.07,<50
Los Lagos,2021-02-06,3.4,0.06,<50
Los Ríos,2021-02-06,3.71,0.04,<50
Magallanes,2021-02-06,5.02,0.09,<50
Tarapacá,2021-02-06,1.91,0.04,<50
Valparaíso,2021-02-06,2.93,0.07,<50
Ñuble,2021-02-06,5.17,0.0,<50
Biobío,2021-02-06,4.03,0.12,<50
O’Higgins,2021-02-06,3.83,0.0,<50
Maule,2021-02-06,3.83,0.04,<50
Metropolitana,2021-02-06,2.53,0.09,<50
Aysén,2021-02-07,5.66,0.0,<50
Antofagasta,2021-02-07,2.28,0.0,<50
Arica y Parinacota,2021-02-07,3.91,0.0,<50
Atacama,2021-02-07,6.51,0.0,<50
Coquimbo,2021-02-07,2.65,0.0,<50
Araucanía,2021-02-07,3.1,0.07,<50
Los Lagos,2021-02-07,3.48,0.06,<50
Los Ríos,2021-02-07,3.84,0.04,<50
Magallanes,2021-02-07,5.02,0.09,<50
Tarapacá,2021-02-07,1.91,0.04,<50
Valparaíso,2021-02-07,2.94,0.07,<50
Ñuble,2021-02-07,5.2,0.0,<50
Biobío,2021-02-07,4.19,0.12,<50
O’Higgins,2021-02-07,3.84,0.0,<50
Maule,2021-02-07,4.06,0.04,<50
Metropolitana,2021-02-07,2.55,0.09,<50
Aysén,2021-02-08,6.8,0.6,<50
Antofagasta,2021-02-08,2.79,0.34,<50
Arica y Parinacota,2021-02-08,4.86,0.35,<50
Atacama,2021-02-08,7.65,0.16,<50
Coquimbo,2021-02-08,3.57,0.33,<50
Araucanía,2021-02-08,4.2,0.07,<50
Los Lagos,2021-02-08,4.91,0.06,<50
Los Ríos,2021-02-08,5.18,0.04,<50
Magallanes,2021-02-08,6.77,0.09,<50
Tarapacá,2021-02-08,2.78,0.04,<50
Valparaíso,2021-02-08,4.34,0.07,<50
Ñuble,2021-02-08,6.6,0.39,<50
Biobío,2021-02-08,5.59,0.12,<50
O’Higgins,2021-02-08,4.82,0.26,<50
Maule,2021-02-08,5.35,0.04,<50
Metropolitana,2021-02-08,3.57,0.09,<50
Aysén,2021-02-09,7.88,1.56,<50
Antofagasta,2021-02-09,3.42,0.75,<50
Arica y Parinacota,2021-02-09,5.86,0.82,<50
Atacama,2021-02-09,8.42,0.55,<50
Coquimbo,2021-02-09,4.62,0.76,<50
Araucanía,2021-02-09,5.61,0.07,<50
Los Lagos,2021-02-09,6.36,0.06,<50
Los Ríos,2021-02-09,6.87,0.04,<50
Magallanes,2021-02-09,8.62,0.09,<50
Tarapacá,2021-02-09,3.8,0.04,<50
Valparaíso,2021-02-09,5.87,0.07,<50
Ñuble,2021-02-09,8.12,1.11,<50
Biobío,2021-02-09,7.24,0.12,<50
O’Higgins,2021-02-09,5.77,0.81,<50
Maule,2021-02-09,6.66,0.04,<50
Metropolitana,2021-02-09,4.67,0.09,<50
Aysén,2021-02-10,9.39,1.79,<50
Antofagasta,2021-02-10,4.23,0.84,<50
Arica y Parinacota,2021-02-10,7.05,1.07,<50
Atacama,2021-02-10,9.12,0.84,<50
Coquimbo,2021-02-10,5.81,0.95,<50
Araucanía,2021-02-10,7.07,0.07,<50
Los Lagos,2021-02-10,7.81,0.06,<50
Los Ríos,2021-02-10,8.62,0.04,<50
Magallanes,2021-02-10,11.19,0.09,<50
Tarapacá,2021-02-10,5.03,0.04,<50
Valparaíso,2021-02-10,7.55,0.07,<50
Ñuble,2021-02-10,9.89,1.49,<50
Biobío,2021-02-10,9.12,0.12,<50
O’Higgins,2021-02-10,7.09,1.02,<50
Maule,2021-02-10,8.11,0.04,<50
Metropolitana,2021-02-10,5.91,0.09,<50
Aysén,2021-02-11,10.63,1.86,<50
Antofagasta,2021-02-11,5.16,0.84,<50
Arica y Parinacota,2021-02-11,8.13,1.1,<50
Atacama,2021-02-11,9.78,1.16,<50
Coquimbo,2021-02-11,6.94,1.01,<50
Araucanía,2021-02-11,8.47,0.07,<50
Los Lagos,2021-02-11,9.17,0.06,<50
Los Ríos,2021-02-11,10.36,0.04,<50
Magallanes,2021-02-11,13.15,0.09,<50
Tarapacá,2021-02-11,6.14,0.04,<50
Valparaíso,2021-02-11,9.13,0.07,<50
Ñuble,2021-02-11,11.91,1.5,<50
Biobío,2021-02-11,10.84,0.13,<50
O’Higgins,2021-02-11,8.21,1.14,<50
Maule,2021-02-11,9.43,0.04,<50
Metropolitana,2021-02-11,7.01,0.1,<50
Aysén,2021-02-12,11.89,1.86,<50
Antofagasta,2021-02-12,6.06,0.84,<50
Arica y Parinacota,2021-02-12,9.26,1.1,<50
Atacama,2021-02-12,10.58,1.18,<50
Coquimbo,2021-02-12,7.98,1.01,<50
Araucanía,2021-02-12,9.83,0.07,<50
Los Lagos,2021-02-12,10.43,0.06,<50
Los Ríos,2021-02-12,11.68,0.04,<50
Magallanes,2021-02-12,14.85,0.09,<50
Tarapacá,2021-02-12,7.21,0.04,<50
Valparaíso,2021-02-12,10.54,0.07,<50
Ñuble,2021-02-12,13.63,1.5,<50
Biobío,2021-02-12,12.16,0.13,<50
O’Higgins,2021-02-12,9.32,1.15,<50
Maule,2021-02-12,10.54,0.04,<50
Metropolitana,2021-02-12,8.07,0.1,<50
Aysén,2021-02-13,11.93,1.86,<50
Antofagasta,2021-02-13,6.17,0.84,<50
Arica y Parinacota,2021-02-13,9.3,1.1,<50
Atacama,2021-02-13,10.73,1.18,<50
Coquimbo,2021-02-13,8.04,1.02,<50
Araucanía,2021-02-13,10.03,0.07,<50
Los Lagos,2021-02-13,10.78,0.06,<50
Los Ríos,2021-02-13,11.88,0.04,<50
Magallanes,2021-02-13,14.85,0.09,<50
Tarapacá,2021-02-13,7.26,0.04,<50
Valparaíso,2021-02-13,10.61,0.07,<50
Ñuble,2021-02-13,13.69,1.5,<50
Biobío,2021-02-13,12.35,0.13,<50
O’Higgins,2021-02-13,9.44,1.15,<50
Maule,2021-02-13,10.66,0.04,<50
Metropolitana,2021-02-13,8.24,0.1,<50
Aysén,2021-02-14,11.94,1.86,<50
Antofagasta,2021-02-14,6.18,0.84,<50
Arica y Parinacota,2021-02-14,9.3,1.1,<50
Atacama,2021-02-14,10.73,1.18,<50
Coquimbo,2021-02-14,8.04,1.02,<50
Araucanía,2021-02-14,10.03,0.07,<50
Los Lagos,2021-02-14,10.79,0.06,<50
Los Ríos,2021-02-14,11.99,0.04,<50
Magallanes,2021-02-14,14.85,0.09,<50
Tarapacá,2021-02-14,7.26,0.04,<50
Valparaíso,2021-02-14,10.61,0.07,<50
Ñuble,2021-02-14,13.73,1.5,<50
Biobío,2021-02-14,12.43,0.13,<50
O’Higgins,2021-02-14,9.44,1.15,<50
Maule,2021-02-14,10.72,0.04,<50
Metropolitana,2021-02-14,8.26,0.1,<50
Aysén,2021-02-15,13.35,1.86,<50
Antofagasta,2021-02-15,7.2,0.84,<50
Arica y Parinacota,2021-02-15,10.34,1.1,<50
Atacama,2021-02-15,11.4,1.18,<50
Coquimbo,2021-02-15,9.36,1.02,<50
Araucanía,2021-02-15,11.64,0.07,<50
Los Lagos,2021-02-15,12.36,0.06,<50
Los Ríos,2021-02-15,13.36,0.04,<50
Magallanes,2021-02-15,16.86,0.09,<50
Tarapacá,2021-02-15,8.59,0.04,<50
Valparaíso,2021-02-15,12.32,0.07,<50
Ñuble,2021-02-15,15.19,1.5,<50
Biobío,2021-02-15,13.7,0.13,<50
O’Higgins,2021-02-15,10.96,1.15,<50
Maule,2021-02-15,11.95,0.04,<50
Metropolitana,2021-02-15,9.53,0.1,<50
Aysén,2021-02-16,14.52,1.86,<50
Antofagasta,2021-02-16,7.97,0.84,<50
Arica y Parinacota,2021-02-16,11.16,1.1,<50
Atacama,2021-02-16,11.99,1.19,<50
Coquimbo,2021-02-16,10.4,1.02,<50
Araucanía,2021-02-16,13.02,0.07,<50
Los Lagos,2021-02-16,13.56,0.06,<50
Los Ríos,2021-02-16,14.31,0.04,<50
Magallanes,2021-02-16,18.18,0.09,<50
Tarapacá,2021-02-16,9.83,0.04,<50
Valparaíso,2021-02-16,13.82,0.07,<50
Ñuble,2021-02-16,16.43,1.5,<50
Biobío,2021-02-16,14.71,0.13,<50
O’Higgins,2021-02-16,12.27,1.15,<50
Maule,2021-02-16,13.09,0.04,<50
Metropolitana,2021-02-16,10.56,0.1,<50
Aysén,2021-02-17,15.68,1.86,<50
Antofagasta,2021-02-17,8.65,0.84,<50
Arica y Parinacota,2021-02-17,12.0,1.1,<50
Atacama,2021-02-17,12.59,1.19,<50
Coquimbo,2021-02-17,11.35,1.02,<50
Araucanía,2021-02-17,14.06,0.07,<50
Los Lagos,2021-02-17,14.41,0.06,<50
Los Ríos,2021-02-17,15.13,0.04,<50
Magallanes,2021-02-17,19.62,0.09,<50
Tarapacá,2021-02-17,10.72,0.04,<50
Valparaíso,2021-02-17,15.05,0.07,<50
Ñuble,2021-02-17,17.58,1.5,<50
Biobío,2021-02-17,15.57,0.13,<50
O’Higgins,2021-02-17,13.4,1.15,<50
Maule,2021-02-17,14.1,0.04,<50
Metropolitana,2021-02-17,11.47,0.1,<50
Aysén,2021-02-18,16.93,1.86,<50
Antofagasta,2021-02-18,9.24,0.84,<50
Arica y Parinacota,2021-02-18,12.84,1.1,<50
Atacama,2021-02-18,13.21,1.19,<50
Coquimbo,2021-02-18,12.16,1.02,<50
Araucanía,2021-02-18,14.95,0.07,<50
Los Lagos,2021-02-18,15.16,0.06,<50
Los Ríos,2021-02-18,15.86,0.04,<50
Magallanes,2021-02-18,20.6,0.09,<50
Tarapacá,2021-02-18,11.28,0.04,<50
Valparaíso,2021-02-18,16.1,0.07,<50
Ñuble,2021-02-18,18.58,1.5,<50
Biobío,2021-02-18,16.23,0.13,<50
O’Higgins,2021-02-18,14.31,1.15,<50
Maule,2021-02-18,14.9,0.04,<50
Metropolitana,2021-02-18,12.21,0.1,<50
Aysén,2021-02-19,18.09,1.86,<50
Antofagasta,2021-02-19,9.81,0.84,<50
Arica y Parinacota,2021-02-19,13.65,1.1,<50
Atacama,2021-02-19,13.55,1.19,<50
Coquimbo,2021-02-19,12.93,1.02,<50
Araucanía,2021-02-19,15.77,0.07,<50
Los Lagos,2021-02-19,15.87,0.06,<50
Los Ríos,2021-02-19,16.55,0.04,<50
Magallanes,2021-02-19,21.56,0.09,<50
Tarapacá,2021-02-19,11.83,0.04,<50
Valparaíso,2021-02-19,17.03,0.07,<50
Ñuble,2021-02-19,19.42,1.5,<50
Biobío,2021-02-19,16.82,0.13,<50
O’Higgins,2021-02-19,15.08,1.15,<50
Maule,2021-02-19,15.68,0.04,<50
Metropolitana,2021-02-19,12.89,0.1,<50
Aysén,2021-02-20,18.16,1.86,<50
Antofagasta,2021-02-20,9.83,0.84,<50
Arica y Parinacota,2021-02-20,13.67,1.1,<50
Atacama,2021-02-20,13.57,1.19,<50
Coquimbo,2021-02-20,12.93,1.02,<50
Araucanía,2021-02-20,15.81,0.07,<50
Los Lagos,2021-02-20,15.91,0.06,<50
Los Ríos,2021-02-20,16.56,0.04,<50
Magallanes,2021-02-20,21.67,0.09,<50
Tarapacá,2021-02-20,11.86,0.04,<50
Valparaíso,2021-02-20,17.07,0.07,<50
Ñuble,2021-02-20,19.46,1.5,<50
Biobío,2021-02-20,16.89,0.13,<50
O’Higgins,2021-02-20,15.12,1.15,<50
Maule,2021-02-20,15.71,0.04,<50
Metropolitana,2021-02-20,12.96,0.1,<50
Aysén,2021-02-21,18.16,1.86,<50
Antofagasta,2021-02-21,9.83,0.84,<50
Arica y Parinacota,2021-02-21,13.67,1.1,<50
Atacama,2021-02-21,13.57,1.19,<50
Coquimbo,2021-02-21,12.93,1.02,<50
Araucanía,2021-02-21,15.81,0.07,<50
Los Lagos,2021-02-21,15.91,0.06,<50
Los Ríos,2021-02-21,16.58,0.04,<50
Magallanes,2021-02-21,21.67,0.09,<50
Tarapacá,2021-02-21,11.86,0.04,<50
Valparaíso,2021-02-21,17.07,0.07,<50
Ñuble,2021-02-21,19.46,1.5,<50
Biobío,2021-02-21,16.91,0.13,<50
O’Higgins,2021-02-21,15.12,1.15,<50
Maule,2021-02-21,15.73,0.04,<50
Metropolitana,2021-02-21,12.96,0.1,<50
Aysén,2021-02-22,18.9,1.86,<50
Antofagasta,2021-02-22,10.39,0.84,<50
Arica y Parinacota,2021-02-22,14.45,1.1,<50
Atacama,2021-02-22,14.18,1.19,<50
Coquimbo,2021-02-22,13.66,1.02,<50
Araucanía,2021-02-22,16.54,0.07,<50
Los Lagos,2021-02-22,16.54,0.06,<50
Los Ríos,2021-02-22,17.31,0.04,<50
Magallanes,2021-02-22,22.15,0.09,<50
Tarapacá,2021-02-22,12.26,0.04,<50
Valparaíso,2021-02-22,17.65,0.07,<50
Ñuble,2021-02-22,20.25,1.5,<50
Biobío,2021-02-22,17.42,0.13,<50
O’Higgins,2021-02-22,15.75,1.15,<50
Maule,2021-02-22,16.35,0.04,<50
Metropolitana,2021-02-22,13.42,0.1,<50
Aysén,2021-02-23,19.63,1.87,<50
Antofagasta,2021-02-23,10.9,0.84,<50
Arica y Parinacota,2021-02-23,15.2,1.11,<50
Atacama,2021-02-23,14.95,1.19,<50
Coquimbo,2021-02-23,14.28,1.02,<50
Araucanía,2021-02-23,17.21,0.07,<50
Los Lagos,2021-02-23,17.12,0.06,<50
Los Ríos,2021-02-23,17.91,0.04,<50
Magallanes,2021-02-23,22.55,0.09,<50
Tarapacá,2021-02-23,12.7,0.04,<50
Valparaíso,2021-02-23,18.11,0.07,<50
Ñuble,2021-02-23,20.99,1.5,<50
Biobío,2021-02-23,17.89,0.13,<50
O’Higgins,2021-02-23,16.3,1.15,<50
Maule,2021-02-23,16.91,0.04,<50
Metropolitana,2021-02-23,13.79,0.1,<50
Aysén,2021-02-24,20.28,1.87,<50
Antofagasta,2021-02-24,11.36,0.85,<50
Arica y Parinacota,2021-02-24,15.71,1.11,<50
Atacama,2021-02-24,15.69,1.19,<50
Coquimbo,2021-02-24,14.83,1.02,<50
Araucanía,2021-02-24,17.77,0.07,<50
Los Lagos,2021-02-24,17.69,0.06,<50
Los Ríos,2021-02-24,18.44,0.04,<50
Magallanes,2021-02-24,23.05,0.09,<50
Tarapacá,2021-02-24,13.31,0.04,<50
Valparaíso,2021-02-24,18.5,0.07,<50
Ñuble,2021-02-24,21.63,1.5,<50
Biobío,2021-02-24,18.35,0.13,<50
O’Higgins,2021-02-24,16.79,1.15,<50
Maule,2021-02-24,17.43,0.04,<50
Metropolitana,2021-02-24,14.13,0.1,<50
Aysén,2021-02-25,20.91,1.88,<50
Antofagasta,2021-02-25,11.69,0.86,<50
Arica y Parinacota,2021-02-25,16.16,1.12,<50
Atacama,2021-02-25,16.41,1.19,<50
Coquimbo,2021-02-25,15.4,1.02,<50
Araucanía,2021-02-25,18.25,0.07,<50
Los Lagos,2021-02-25,18.24,0.06,<50
Los Ríos,2021-02-25,18.91,0.04,<50
Magallanes,2021-02-25,23.61,0.09,<50
Tarapacá,2021-02-25,13.86,0.04,<50
Valparaíso,2021-02-25,18.94,0.07,<50
Ñuble,2021-02-25,22.27,1.5,<50
Biobío,2021-02-25,18.9,0.13,<50
O’Higgins,2021-02-25,17.28,1.15,<50
Maule,2021-02-25,17.93,0.04,<50
Metropolitana,2021-02-25,14.47,0.1,<50
Aysén,2021-02-26,21.26,1.89,<50
Antofagasta,2021-02-26,12.05,0.86,<50
Arica y Parinacota,2021-02-26,16.97,1.12,<50
Atacama,2021-02-26,16.89,1.2,<50
Coquimbo,2021-02-26,15.87,1.02,<50
Araucanía,2021-02-26,18.75,0.07,<50
Los Lagos,2021-02-26,18.87,0.06,<50
Los Ríos,2021-02-26,19.29,0.04,<50
Magallanes,2021-02-26,24.07,0.09,<50
Tarapacá,2021-02-26,14.24,0.04,<50
Valparaíso,2021-02-26,19.42,0.07,<50
Ñuble,2021-02-26,22.79,1.5,<50
Biobío,2021-02-26,19.31,0.13,<50
O’Higgins,2021-02-26,17.66,1.15,<50
Maule,2021-02-26,18.5,0.04,<50
Metropolitana,2021-02-26,14.76,0.1,<50
Aysén,2021-02-27,21.27,1.89,<50
Antofagasta,2021-02-27,12.05,0.86,<50
Arica y Parinacota,2021-02-27,17.04,1.12,<50
Atacama,2021-02-27,16.92,1.2,<50
Coquimbo,2021-02-27,15.89,1.02,<50
Araucanía,2021-02-27,18.81,0.07,<50
Los Lagos,2021-02-27,18.9,0.06,<50
Los Ríos,2021-02-27,19.3,0.04,<50
Magallanes,2021-02-27,24.12,0.09,<50
Tarapacá,2021-02-27,14.26,0.04,<50
Valparaíso,2021-02-27,19.61,0.07,<50
Ñuble,2021-02-27,22.8,1.5,<50
Biobío,2021-02-27,19.33,0.13,<50
O’Higgins,2021-02-27,17.69,1.15,<50
Maule,2021-02-27,18.52,0.04,<50
Metropolitana,2021-02-27,14.8,0.1,<50
Aysén,2021-02-28,21.27,1.89,<50
Antofagasta,2021-02-28,12.05,0.86,<50
Arica y Parinacota,2021-02-28,17.04,1.12,<50
Atacama,2021-02-28,16.92,1.2,<50
Coquimbo,2021-02-28,15.89,1.02,<50
Araucanía,2021-02-28,18.81,0.07,<50
Los Lagos,2021-02-28,18.9,0.06,<50
Los Ríos,2021-02-28,19.3,0.04,<50
Magallanes,2021-02-28,24.12,0.09,<50
Tarapacá,2021-02-28,14.26,0.04,<50
Valparaíso,2021-02-28,19.61,0.07,<50
Ñuble,2021-02-28,22.81,1.5,<50
Biobío,2021-02-28,19.34,0.13,<50
O’Higgins,2021-02-28,17.69,1.15,<50
Maule,2021-02-28,18.52,0.04,<50
Metropolitana,2021-02-28,14.8,0.1,<50
Aysén,2021-03-01,21.86,1.89,<50
Antofagasta,2021-03-01,12.65,0.86,<50
Arica y Parinacota,2021-03-01,17.62,1.12,<50
Atacama,2021-03-01,17.35,1.2,<50
Coquimbo,2021-03-01,16.76,1.02,<50
Araucanía,2021-03-01,19.55,0.07,<50
Los Lagos,2021-03-01,19.58,0.09,<50
Los Ríos,2021-03-01,19.79,0.04,<50
Magallanes,2021-03-01,25.33,0.09,<50
Tarapacá,2021-03-01,14.75,0.04,<50
Valparaíso,2021-03-01,20.29,0.07,<50
Ñuble,2021-03-01,23.49,1.51,<50
Biobío,2021-03-01,20.03,0.13,<50
O’Higgins,2021-03-01,18.64,1.15,<50
Maule,2021-03-01,19.19,0.05,<50
Metropolitana,2021-03-01,15.5,0.1,<50
Aysén,2021-03-02,22.62,2.1,<50
Antofagasta,2021-03-02,13.32,0.93,<50
Arica y Parinacota,2021-03-02,18.1,1.15,<50
Atacama,2021-03-02,17.73,1.41,<50
Coquimbo,2021-03-02,17.71,1.03,<50
Araucanía,2021-03-02,20.55,0.1,<50
Los Lagos,2021-03-02,20.32,0.17,<50
Los Ríos,2021-03-02,20.73,0.15,<50
Magallanes,2021-03-02,26.66,0.12,<50
Tarapacá,2021-03-02,15.24,0.07,<50
Valparaíso,2021-03-02,21.21,0.15,<50
Ñuble,2021-03-02,24.27,1.53,<50
Biobío,2021-03-02,20.82,0.29,<50
O’Higgins,2021-03-02,19.63,1.18,<50
Maule,2021-03-02,20.02,0.13,<50
Metropolitana,2021-03-02,16.26,0.14,<50
Aysén,2021-03-03,23.47,3.15,<50
Antofagasta,2021-03-03,14.0,1.35,<50
Arica y Parinacota,2021-03-03,18.49,1.64,<50
Atacama,2021-03-03,18.04,3.0,<50
Coquimbo,2021-03-03,18.6,1.46,<50
Araucanía,2021-03-03,21.38,1.19,<50
Los Lagos,2021-03-03,21.04,1.08,<50
Los Ríos,2021-03-03,21.76,1.19,<50
Magallanes,2021-03-03,27.88,1.84,<50
Tarapacá,2021-03-03,15.67,0.57,<50
Valparaíso,2021-03-03,22.25,0.92,<50
Ñuble,2021-03-03,24.96,2.57,<50
Biobío,2021-03-03,21.62,1.5,<50
O’Higgins,2021-03-03,20.56,1.86,<50
Maule,2021-03-03,20.8,1.15,<50
Metropolitana,2021-03-03,17.04,0.78,<50
Aysén,2021-03-04,24.15,4.42,<50
Antofagasta,2021-03-04,14.62,1.81,<50
Arica y Parinacota,2021-03-04,18.82,2.75,<50
Atacama,2021-03-04,18.4,4.65,<50
Coquimbo,2021-03-04,19.35,2.01,<50
Araucanía,2021-03-04,22.12,2.05,<50
Los Lagos,2021-03-04,21.68,1.97,<50
Los Ríos,2021-03-04,22.61,2.29,<50
Magallanes,2021-03-04,28.85,3.47,<50
Tarapacá,2021-03-04,16.13,1.06,<50
Valparaíso,2021-03-04,23.2,1.79,<50
Ñuble,2021-03-04,25.52,3.81,<50
Biobío,2021-03-04,22.34,2.57,<50
O’Higgins,2021-03-04,21.37,2.76,<50
Maule,2021-03-04,21.46,2.18,<50
Metropolitana,2021-03-04,17.78,1.51,<50
Aysén,2021-03-05,24.84,5.42,<50
Antofagasta,2021-03-05,15.15,2.19,<50
Arica y Parinacota,2021-03-05,19.21,3.62,<50
Atacama,2021-03-05,19.04,6.1,<50
